"UID","PID","LEGTYPE","CHAMBER","STATECODE","DISTRICT","DISTRAIL","FIRSTNAME","LASTNAME","MIDNAME","PREFIX","GENSUFFIX","TITLE","COMCODE1","COMOFFC1","COMRANK1","SUBCODE11","SUBCOMOFF11","SUBRANK11","SUBCODE12","SUBCOMOFF12","SUBRANK12","SUBCODE13","SUBCOMOFF13","SUBRANK13","SUBCODE14","SUBCOMOFF14","SUBRANK14","SUBCODE15","SUBCOMOFF15","SUBRANK15","COMCODE2","COMOFFC2","COMRANK2","SUBCODE21","SUBCOMOFF21","SUBRANK21","SUBCODE22","SUBCOMOFF22","SUBRANK22","SUBCODE23","SUBCOMOFF23","SUBRANK23","SUBCODE24","SUBCOMOFF24","SUBRANK24","SUBCODE25","SUBCOMOFF25","SUBRANK25","COMCODE3","COMOFFC3","COMRANK3","SUBCODE31","SUBCOMOFF31","SUBRANK31","SUBCODE32","SUBCOMOFF32","SUBRANK32","SUBCODE33","SUBCOMOFF33","SUBRANK33","SUBCODE34","SUBCOMOFF34","SUBRANK34","SUBCODE35","SUBCOMOFF35","SUBRANK35","COMCODE4","COMOFFC4","COMRANK4","SUBCODE41","SUBCOMOFF41","SUBRANK41","SUBCODE42","SUBCOMOFF42","SUBRANK42","SUBCODE43","SUBCOMOFF43","SUBRANK43","SUBCODE44","SUBCOMOFF44","SUBRANK44","SUBCODE45","SUBCOMOFF45","SUBRANK45","COMCODE5","COMOFFC5","COMRANK5","SUBCODE51","SUBCOMOFF51","SUBRANK51","SUBCODE52","SUBCOMOFF52","SUBRANK52","SUBCODE53","SUBCOMOFF53","SUBRANK53","SUBCODE54","SUBCOMOFF54","SUBRANK54","SUBCODE55","SUBCOMOFF55","SUBRANK55","COMCODE6","COMOFFC6","COMRANK6","COMCODE7","COMOFFC7","COMRANK7","COMCODE8","COMOFFC8","COMRANK8","COMCODE9","COMOFFC9","COMRANK9","CUMCOMCODE","CUMSUBCODE"
21787,561057,"FL","H","CA","20","","Jimmy","Panetta","","Rep.","","US Representative","HARM","","D028","HARM15","","D004","HARM35","","D011","","","","","","","","","","HAGR","","D017","HAGR05","","D003","HAGR30","","D007","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HARM;HAGR","HARM15;HARM35;HAGR05;HAGR30"
21788,211691,"FL","H","CA","22","","Devin","Nunes","G.","Rep.","","US Representative","HWAY","","R003","HWAY05","","R003","HWAY30","","R002","","","","","","","","","","HITL","CHM","R001","HITL05","EXO","R007","HITL10","EXO","R007","HITL15","EXO","R007","HITL20","EXO","R007","","","","JTAX","","R006","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HWAY;HITL;JTAX","HWAY05;HWAY30;HITL05;HITL10;HITL15;HITL20"
21789,211752,"FL","H","CA","23","","Kevin","McCarthy","","Rep.","","US Representative","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
21790,460424,"FL","H","CA","24","","Salud","Carbajal","","Rep.","","US Representative","HARM","","D022","HARM20","","D006","HARM35","","D007","","","","","","","","","","HBUD","","D012","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HARM;HBUD","HARM20;HARM35"
21791,209456,"FL","H","CA","27","","Judy","Chu","","Rep.","","US Representative","HWAY","","D016","HWAY05","","D007","HWAY10","","D004","","","","","","","","","","HSMA","","D006","HSMA15","","D002","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HWAY;HSMA","HWAY05;HWAY10;HSMA15"
21792,267746,"FL","H","CA","25","","Steve","Knight","T.","Rep.","","US Representative","HARM","","R022","HARM25","","R009","HARM35","","R006","","","","","","","","","","HSMA","","R006","HSMA10","CHM","R001","HSMA15","","R002","","","","","","","","","","HSST","","R009","HSST05","VCH","R002","HSST20","","R005","HSST25","","R007","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HARM;HSMA;HSST","HARM25;HARM35;HSMA10;HSMA15;HSST05;HSST20;HSST25"
21793,193010,"FL","H","CA","28","","Adam","Schiff","B.","Rep.","","US Representative","HITL","RMM","D001","HITL05","EXO","D005","HITL10","EXO","D005","HITL15","EXO","D005","HITL20","EXO","D005","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HITL","HITL05;HITL10;HITL15;HITL20"
21795,248455,"FL","H","CA","26","","Julia","Brownley","","Rep.","","US Representative","HTRA","","D021","HTRA05","","D009","HTRA20","","D009","HTRA30","","D012","","","","","","","HVET","","D003","HVET05","","D002","HVET15","RMM","D001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HTRA;HVET","HTRA05;HTRA20;HTRA30;HVET05;HVET15"
21796,158741,"FL","H","CA","30","","Brad","Sherman","J.","Rep.","","US Representative","HFIN","","D005","HFIN05","","D002","HFIN15","","D005","HFIN20","","D004","","","","","","","HFOR","","D003","HFOR10","RMM","D001","HFOR15","","D002","","","","","","","","","","HCMS","","D002","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HFIN;HFOR;HCMS","HFIN05;HFIN15;HFIN20;HFOR10;HFOR15"
21797,397292,"FL","H","CA","31","","Peter","Aguilar","","Rep.","","US Representative","HAPP","","D022","HAPP20","","D004","HAPP60","","D004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HAPP","HAPP20;HAPP60"
21800,390070,"FL","H","CA","34","","Jimmy","Gomez","","Rep.","","US Representative","HOGOV","","D013","HOGOV25","","D003","HOGOV30","","D004","","","","","","","","","","HNRES","","D017","HNRES10","","D007","HNRES25","","D008","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HOGOV;HNRES","HOGOV25;HOGOV30;HNRES10;HNRES25"
21801,211684,"FL","H","CA","38","","Linda","Sanchez","T.","Rep.","","US Representative","HWAY","","D012","HWAY20","","D004","HWAY25","","D003","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HWAY","HWAY20;HWAY25"
21802,267783,"FL","H","CA","35","","Norma","Torres","J.","Rep.","","US Representative","HFOR","","D017","HFOR25","","D005","HFOR30","","D004","","","","","","","","","","HRUL","","D004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HFOR;HRUL","HFOR25;HFOR30"
21804,226476,"FL","H","CA","37","","Karen","Bass","R.","Rep.","","US Representative","HFOR","","D008","HFOR05","RMM","D001","","","","","","","","","","","","","HJUD","","D009","HJUD10","","D003","HJUD15","","D003","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HFOR;HJUD","HFOR05;HJUD10;HJUD15"
21806,158750,"FL","H","CA","40","","Lucille","Roybal-Allard","","Rep.","","US Representative","HAPP","","D008","HAPP30","RMM","D001","HAPP40","","D002","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HAPP","HAPP30;HAPP40"
21807,378804,"FL","H","CA","41","","Mark","Takano","A.","Rep.","","US Representative","HSST","","D014","HSST05","","D008","","","","","","","","","","","","","HEDU","","D010","HEDU20","","D008","HEDU25","RMM","D001","","","","","","","","","","HVET","VRM","D002","HVET10","","D002","HVET15","","D002","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HSST;HEDU;HVET","HSST05;HEDU20;HEDU25;HVET10;HVET15"
21808,158760,"FL","H","CA","42","","Ken","Calvert","S.","Rep.","","US Representative","HAPP","","R008","HAPP15","VCH","R002","HAPP20","","R003","HAPP35","CHM","R001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HAPP","HAPP15;HAPP20;HAPP35"
21809,158752,"FL","H","CA","43","","Maxine","Waters","","Rep.","","US Representative","HFIN","RMM","D001","HFIN05","EXO","D013","HFIN10","EXO","D012","HFIN15","EXO","D011","HFIN20","EXO","D010","HFIN25","EXO","D010","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HFIN","HFIN05;HFIN10;HFIN15;HFIN20;HFIN25"
21810,536062,"FL","H","CA","44","","Nanette","Barragan","Diaz","Rep.","","US Representative","HHLS","","D012","HHLS05","","D005","HHLS25","","D003","","","","","","","","","","HNRES","","D012","HNRES05","","D008","HNRES25","","D005","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HHLS;HNRES","HHLS05;HHLS25;HNRES05;HNRES25"
21811,226571,"FL","H","CA","45","","Mimi","Walters","","Rep.","","US Representative","HCOM","","R028","HCOM05","","R016","HCOM10","","R011","HCOM30","","R008","","","","","","","HETH","","R004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HCOM;HETH","HCOM05;HCOM10;HCOM30"
21812,193097,"FL","H","CA","46","","Lou","Correa","","Rep.","","US Representative","HHLS","","D010","HHLS05","","D003","HHLS25","RMM","D001","","","","","","","","","","HVET","","D007","HVET10","","D003","HVET15","","D005","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HHLS;HVET","HHLS05;HHLS25;HVET10;HVET15"
21813,193083,"FL","H","CA","47","","Alan","Lowenthal","S.","Rep.","","US Representative","HTRA","","D024","HTRA10","","D005","HTRA20","","D010","HTRA30","","D005","","","","","","","HNRES","","D008","HNRES05","RMM","D001","HNRES10","","D003","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HTRA;HNRES","HTRA10;HTRA20;HTRA30;HNRES05;HNRES10"
21814,158762,"FL","H","CA","48","","Dana","Rohrabacher","T.","Rep.","","US Representative","HFOR","","R005","HFOR10","","R002","HFOR15","CHM","R001","","","","","","","","","","HSST","","R003","HSST05","","R003","HSST10","","R002","HSST25","","R003","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HFOR;HSST","HFOR10;HFOR15;HSST05;HSST10;HSST25"
21817,143356,"FL","H","CA","51","","Juan","Vargas","C.","Rep.","","US Representative","HFIN","","D022","HFIN05","","D010","HFIN20","","D008","HFIN30","","D008","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HFIN","HFIN05;HFIN20;HFIN30"
21819,378729,"FL","H","CA","52","","Scott","Peters","H.","Rep.","","US Representative","HCOM","","D023","HCOM15","","D003","HCOM20","","D003","HCOM30","","D007","","","","","","","HVET","","D010","HVET20","","D004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HCOM;HVET","HCOM15;HCOM20;HCOM30;HVET20"
21820,158770,"FL","H","CO","01","","Diana","DeGette","L.","Rep.","","US Representative","HCOM","","D006","HCOM20","","D005","HCOM25","","D013","HCOM30","RMM","D001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HCOM","HCOM20;HCOM25;HCOM30"
21821,267142,"FL","H","CO","02","","Jared","Polis","S.","Rep.","","US Representative","HEDU","","D007","HEDU05","RMM","D001","HEDU20","","D006","","","","","","","","","","HRUL","","D003","HRUL05","","D002","","","","","","","","","","","","","HETH","","D003","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HEDU;HRUL;HETH","HEDU05;HEDU20;HRUL05"
21822,267906,"FL","H","CO","03","","Scott","Tipton","R.","Rep.","","US Representative","HFIN","","R019","HFIN10","","R009","HFIN25","VCH","R002","HFIN30","","R005","","","","","","","HNRES","","R011","HNRES05","","R008","HNRES10","","R006","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HFIN;HNRES","HFIN10;HFIN25;HFIN30;HNRES05;HNRES10"
36775,248289,"FL","H","FL","14","","Kathy","Castor","A.","Rep.","","US Representative","HCOM","","D011","HCOM15","","D006","HCOM25","","D006","HCOM30","","D003","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HCOM","HCOM15;HCOM25;HCOM30"
36788,274097,"FL","H","MP","01","","Gregorio","Sablan","K.C.","Del.","","US Representative","HNRES","","D006","HNRES15","","D003","HNRES25","","D007","","","","","","","","","","HEDU","","D008","HEDU10","RMM","D001","HEDU20","","D007","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HNRES;HEDU","HNRES15;HNRES25;HEDU10;HEDU20"
37000,227495,"FL","H","AZ","09","","Kyrsten","Sinema","","Rep.","","US Representative","HFIN","","D019","HFIN05","","D009","HFIN30","","D007","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HFIN","HFIN05;HFIN30"
37001,282520,"FL","H","FL","26","","Carlos","Curbelo","L.","Rep.","","US Representative","HWAY","","R021","HWAY10","","R003","HWAY15","","R003","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HWAY","HWAY10;HWAY15"
37002,158801,"FL","H","FL","27","","Ileana","Ros-Lehtinen","C.","Rep.","","US Representative","HFOR","","R004","HFOR20","CHM","R001","HFOR30","","R003","","","","","","","","","","HITL","","R006","HITL05","","R005","HITL20","","R003","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HFOR;HITL","HFOR20;HFOR30;HITL05;HITL20"
37003,211906,"FL","H","GA","14","","Tom","Graves","","Rep.","Jr.","US Representative","HAPP","","R011","HAPP15","","R009","HAPP25","CHM","R001","HAPP60","","R006","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HAPP","HAPP15;HAPP25;HAPP60"
37004,239012,"FL","H","NV","04","","Ruben","Kihuen","J.","Rep.","","US Representative","HFIN","","D026","HFIN15","","D009","HFIN30","","D010","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HFIN","HFIN15;HFIN30"
37005,392043,"FL","H","SC","07","","Tom","Rice","","Rep.","Jr.","US Representative","HWAY","","R018","HWAY20","","R005","HWAY25","","R008","HWAY30","","R008","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HWAY","HWAY20;HWAY25;HWAY30"
37006,228540,"FL","H","TX","33","","Marc","Veasey","A.","Rep.","","US Representative","HARM","","D013","HARM05","","D005","HARM35","","D004","","","","","","","","","","HSST","","D008","HSST05","RMM","D001","HSST25","","D004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HARM;HSST","HARM05;HARM35;HSST05;HSST25"
37007,405531,"FL","H","TX","34","","Filemon","Vela","B.","Rep.","","US Representative","HAGR","VRM","D002","HAGR15","","D006","HAGR25","","D002","","","","","","","","","","HHLS","","D008","HHLS05","RMM","D001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HAGR;HHLS","HAGR15;HAGR25;HHLS05"
37008,159080,"FL","H","TX","35","","Lloyd","Doggett","A.","Rep.","II","US Representative","HWAY","","D004","HWAY10","","D002","HWAY25","RMM","D001","HWAY30","","D003","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HWAY","HWAY10;HWAY25;HWAY30"
37009,481703,"FL","H","TX","36","","Brian","Babin","","Rep.","","US Representative","HTRA","","R020","HTRA20","","R017","HTRA25","","R012","HTRA30","","R012","","","","","","","HSST","","R010","HSST10","","R006","HSST25","CHM","R001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HTRA;HSST","HTRA20;HTRA25;HTRA30;HSST10;HSST25"
37010,392417,"FL","H","UT","04","","Mia","Love","B.","Rep.","","US Representative","HFIN","","R022","HFIN10","","R011","HFIN20","","R006","HFIN30","","R008","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HFIN","HFIN10;HFIN20;HFIN30"
37011,284686,"FL","H","WA","10","","Denny","Heck","","Rep.","","US Representative","HFIN","","D021","HFIN10","","D009","HFIN20","","D006","","","","","","","","","","HITL","","D009","HITL05","","D004","HITL10","","D004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HFIN;HITL","HFIN10;HFIN20;HITL05;HITL10"
21825,251692,"FL","H","CO","06","","Mike","Coffman","","Rep.","","US Representative","HARM","","R013","HARM10","CHM","R001","HARM30","","R006","","","","","","","","","","HVET","","R003","HVET05","","R002","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HARM;HVET","HARM10;HARM30;HVET05"
21826,158776,"FL","H","CT","01","","John","Larson","B.","Rep.","","US Representative","HWAY","","D006","HWAY20","RMM","D001","HWAY25","","D002","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HWAY","HWAY20;HWAY25"
21828,158778,"FL","H","CT","03","","Rosa","DeLauro","L.","Rep.","","US Representative","HAPP","","D006","HAPP05","","D002","HAPP40","RMM","D001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HAPP","HAPP05;HAPP40"
21829,266938,"FL","H","CT","04","","Jim","Himes","A.","Rep.","","US Representative","HFIN","","D016","HFIN05","","D005","HFIN30","","D003","","","","","","","","","","HITL","","D002","HITL05","","D002","HITL20","RMM","D001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HFIN;HITL","HFIN05;HFIN30;HITL05;HITL20"
21831,272156,"FL","H","CT","05","","Elizabeth","Esty","H.","Rep.","","US Representative","HTRA","VRM","D002","HTRA20","","D007","HTRA25","","D009","HTRA30","","D010","","","","","","","HSST","","D007","HSST20","","D002","","","","","","","","","","","","","HVET","","D009","HVET05","RMM","D001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HTRA;HSST;HVET","HTRA20;HTRA25;HTRA30;HSST20;HVET05"
21832,158782,"FL","H","DC","01","","Eleanor","Norton","Holmes","Del.","","US Representative","HOGOV","","D003","HOGOV05","","D003","HOGOV10","","D003","","","","","","","","","","HTRA","","D003","HTRA05","","D006","HTRA15","","D003","HTRA20","RMM","D001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HOGOV;HTRA","HOGOV05;HOGOV10;HTRA05;HTRA15;HTRA20"
21833,558891,"FL","H","DE","01","","Lisa","Blunt Rochester","","Rep.","","US Representative","HAGR","","D020","HAGR05","","D006","HAGR20","","D004","","","","","","","","","","HEDU","","D014","HEDU10","","D004","HEDU20","","D009","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HAGR;HEDU","HAGR05;HAGR20;HEDU10;HEDU20"
21835,547694,"FL","H","FL","02","","Neal","Dunn","P.","Rep.","","US Representative","HAGR","","R025","HAGR05","","R007","HAGR20","","R011","","","","","","","","","","HSST","","R018","HSST05","","R010","HSST25","","R012","","","","","","","","","","HVET","","R008","HVET15","CHM","R001","HVET20","","R004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HAGR;HSST;HVET","HAGR05;HAGR20;HSST05;HSST25;HVET15;HVET20"
21836,378855,"FL","H","FL","03","","Theodore","Yoho","S.","Rep.","","US Representative","HAGR","","R015","HAGR05","","R004","HAGR25","","R006","HAGR30","","R007","","","","","","","HFOR","","R016","HFOR10","CHM","R001","HFOR30","","R007","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HAGR;HFOR","HAGR05;HAGR25;HAGR30;HFOR10;HFOR30"
21839,424820,"FL","H","FL","06","","Ron","DeSantis","D.","Rep.","","US Representative","HFOR","","R014","HFOR20","","R004","HFOR30","","R006","","","","","","","","","","HOGOV","","R012","HOGOV05","","R006","HOGOV30","CHM","R001","","","","","","","","","","HJUD","","R014","HJUD05","VCH","R002","HJUD10","","R010","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HFOR;HOGOV;HJUD","HFOR20;HFOR30;HOGOV05;HOGOV30;HJUD05;HJUD10"
21840,588810,"FL","H","FL","07","","Stephanie","Murphy","","Rep.","","US Representative","HARM","","D024","HARM05","","D008","HARM20","","D008","","","","","","","","","","HSMA","","D003","HSMA10","RMM","D001","HSMA15","","D003","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HARM;HSMA","HARM05;HARM20;HSMA10;HSMA15"
21842,255376,"FL","H","FL","09","","Darren","Soto","M.","Rep.","","US Representative","HAGR","","D019","HAGR10","","D006","HAGR30","","D008","","","","","","","","","","HNRES","","D013","HNRES05","","D007","HNRES15","","D004","HNRES20","","D004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HAGR;HNRES","HAGR10;HAGR30;HNRES05;HNRES15;HNRES20"
21843,378538,"FL","H","FL","10","","Valdez","Demings","B.","Rep.","","US Representative","HHLS","","D011","HHLS05","","D004","HHLS15","","D004","","","","","","","","","","HJUD","","D017","HJUD15","","D002","HJUD25","","D005","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HHLS;HJUD","HHLS05;HHLS15;HJUD15;HJUD25"
